院校名称,院校所在地,院校隶属,院校类型,学历层次,院校特性,研究生院,学信链接,学校链接,isurl,
合肥工业大学,安徽,教育部,工科,本科,-211,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-277.dhtml,http://www.hfut.edu.cn/ch/,1,
安徽工业大学,安徽,安徽省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-278.dhtml,http://www.ahut.edu.cn,1,
安徽理工大学,安徽,安徽省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-279.dhtml,http://www.aust.edu.cn,1,
安徽工程大学,安徽,安徽省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-280.dhtml,http://www.ahpu.edu.cn,1,
安徽农业大学,安徽,安徽省教育厅,农业,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-281.dhtml,http://www.ahau.edu.cn,1,
安徽医科大学,安徽,安徽省教育厅,医药,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-282.dhtml,http://www.ahmu.edu.cn,1,
蚌埠医学院,安徽,安徽省教育厅,医药,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-283.dhtml,http://www.bbmc.edu.cn/,1,
皖南医学院,安徽,安徽省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-284.dhtml,http://zsb.wnmc.edu.cn,1,
安徽中医药大学,安徽,安徽省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-285.dhtml,http://www.ahtcm.edu.cn,1,
安徽师范大学,安徽,安徽省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-286.dhtml,http://www.ahnu.edu.cn,1,
阜阳师范学院,安徽,安徽省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-287.dhtml,http://www.fync.edu.cn,1,
安庆师范大学,安徽,安徽省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-288.dhtml,http://www.aqnu.edu.cn,1,
甘肃警察职业学院,甘肃,甘肃省教育厅,政法,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1315.dhtml,http://www.gs-police.com/,1,
甘肃林业职业技术学院,甘肃,甘肃省教育厅,林业,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1316.dhtml,http://www.gsfc.edu.cn/,1,
西北师范大学知行学院,甘肃,甘肃省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1782.dhtml,http://zxxy.nwnu.edu.cn,1,
兰州商学院陇桥学院,甘肃,甘肃省教育厅,财经,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1783.dhtml,http://www.lzlqc.com,1,
兰州财经大学长青学院,甘肃,甘肃省教育厅,财经,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1784.dhtml,http://changqing.lzcc.edu.cn/,1,
兰州交通大学博文学院,甘肃,甘肃省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1786.dhtml,http://www.bowenedu.cn/,1,
兰州理工大学技术工程学院,甘肃,甘肃省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1787.dhtml,http://www.lutcte.cn,1,
武威职业学院,甘肃,甘肃省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1788.dhtml,http://www.wwoc.cn/,1,
甘肃交通职业技术学院,甘肃,甘肃省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1789.dhtml,http://www.gsjtxy.edu.cn/,1,
兰州资源环境职业技术学院,甘肃,甘肃省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-432891.dhtml,http://www.lzre.edu.cn/,1,
甘肃农业职业技术学院,甘肃,甘肃省教育厅,农业,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-7199072.dhtml,http://www.gscat.cn,1,
甘肃畜牧工程职业技术学院,甘肃,甘肃省教育厅,农业,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-7220636.dhtml,http://www.xmgcxy.gsedu.cn/,1,
甘肃钢铁职业技术学院,甘肃,甘肃省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-57306879.dhtml,http://www.ggzy.edu.cn/gs/default.html,1,
甘肃机电职业技术学院,甘肃,甘肃省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-57297957.dhtml,http://www.gsjdxy.com,1,
甘肃有色冶金职业技术学院,甘肃,甘肃省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-341430649.dhtml,http://www.gsysyj.org,1,
白银矿冶职业技术学院,甘肃,甘肃省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18695209.dhtml,http://www.bymu.cn/,1,
兰州科技职业学院,甘肃,甘肃省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1818750755.dhtml,http://www.lzust.com,1,
西安电子科技大学长安学院,陕西,陕西省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1926.dhtml,http://www.xidian.edu.cn/yxsz/caxy.htm,1,
陕西邮电职业技术学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1975.dhtml,http://www.sptc.sn.cn/,1,
西安海棠职业学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1976.dhtml,http://www.xahtxy.cn,1,
西安汽车科技职业学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1977.dhtml,http://www.atc168.com/,1,
西安东方亚太职业技术学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1978.dhtml,http://www.yt-edu.cn/,1,
陕西警官职业学院,陕西,陕西省教育厅,政法,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2058.dhtml,http://www.sxjgxy.edu.cn/,1,
西北工业大学明德学院,陕西,陕西省教育厅,综合,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-485204.dhtml,http://www.npumd.cn,1,
陕西经济管理职业技术学院,陕西,陕西省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-487113.dhtml,http://www.sxjgy.com/,1,
西安铁路职业技术学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-4995422.dhtml,http://xatzy.com/,1,
西安职业技术学院,陕西,陕西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5205078.dhtml,http://www.xzyedu.com.cn/,1,
商洛职业技术学院,陕西,陕西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1130582.dhtml,http://www.slzyjsxy.com/,1,
汉中职业技术学院,陕西,陕西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1131026.dhtml,http://www.hzvtc.cn,1,
延安职业技术学院,陕西,陕西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5393794.dhtml,http://www.yapt.cn/,1,
渭南职业技术学院,陕西,陕西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5123983.dhtml,http://www.wnzy.net/,1,
安康职业技术学院,陕西,陕西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5351627.dhtml,http://www.akvtc.cn/,1,
铜川职业技术学院,陕西,陕西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5044118.dhtml,http://www.tczyxy.net/,1,
陕西青年职业学院,陕西,陕西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-397860.dhtml,http://www.sxqzy.com/,1,
陕西工商职业学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5000615.dhtml,http://www.snbcedu.cn/,1,
陕西电子科技职业学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1131421.dhtml,http://www.sxetcedu.com/,1,
浙江科技学院,浙江,浙江省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-704.dhtml,http://www.zust.edu.cn,1,
宁波工程学院,浙江,浙江省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-705.dhtml,http://www.nbut.edu.cn,1,
浙江水利水电学院,浙江,浙江省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-820.dhtml,http://www.zjweu.edu.cn/,1,
浙江财经大学,浙江,浙江省教育厅,财经,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-821.dhtml,http://www.zufe.edu.cn,1,
浙江警察学院,浙江,浙江省教育厅,政法,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-822.dhtml,http://www.zjjcxy.cn,1,
衢州学院,浙江,浙江省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-823.dhtml,http://www.qzu.zj.cn/,1,
宁波大学,浙江,浙江省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-876.dhtml,http://zsb.nbu.edu.cn,1,
浙江传媒学院,浙江,浙江省教育厅,语言,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-877.dhtml,http://www.zjicm.edu.cn,1,
浙江树人学院,浙江,浙江省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-938.dhtml,http://www.zjsru.edu.cn,1,
浙江交通职业技术学院,浙江,浙江省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-951.dhtml,http://www.zjvtit.edu.cn,1,
金华职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-969.dhtml,http://www.jhc.cn,1,
宁波城市职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1153.dhtml,http://www.nbcc.cn,1,
浙江电力职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6293000.dhtml,http://www.zjevtc.cn,1,
浙江同济科技职业学院,浙江,浙江省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6277151.dhtml,http://www.zjtongji.edu.cn,1,
浙江工商职业技术学院,浙江,浙江省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1270.dhtml,http://zs.zbti.edu.cn,1,
台州职业技术学院,浙江,浙江省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1271.dhtml,http://www.tzvtc.com,1,
浙江工贸职业技术学院,浙江,浙江省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1272.dhtml,http://www.zjitc.net,1,
浙江越秀外国语学院,浙江,浙江省教育厅,语言,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1273.dhtml,http://www.yxc.cn,1,
浙江机电职业技术学院,浙江,浙江省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1335.dhtml,http://www.zime.zj.cn,1,
陕西旅游烹饪职业学院,陕西,陕西省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5033916.dhtml,http://www.sntcc.cn/,1,
西安理工大学高科学院,陕西,陕西省教育厅,工科,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1131348.dhtml,http://www.xthtc.com/,1,
西安科技大学高新学院,陕西,陕西省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-3586279.dhtml,http://www.gaoxinedu.com,1,
西安医学高等专科学校,陕西,陕西省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18499424.dhtml,http://www.xagdyz.com/,1,
榆林职业技术学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-54684653.dhtml,http://www.yulinvtc.com.cn,1,
陕西学前师范学院,陕西,陕西省教育厅,师范,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5038141.dhtml,http://www.snie.cn,1,
陕西艺术职业学院,陕西,陕西省教育厅,艺术,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-603747018.dhtml,http://www.sxavc.com,1,
陕西航天职工大学,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5093373.dhtml,http://www.htzd.org/,1,
陕西机电职业技术学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5041768.dhtml,http://www.sxjdzy.cn,1,
西安航空职工大学,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5103914.dhtml,http://www.sfygxy.com/,1,
西安飞机工业公司职工工学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5038483.dhtml,http://www.xfgxy.cn/,1,
西安铁路工程职工大学,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5087301.dhtml,http://www.xtzd.cn/,1,
陕西省建筑工程总公司职工大学,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5038319.dhtml,http://www.sjzdedu.com/,1,
陕西工运学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5365423.dhtml,http://www.sxgyxy.com/,1,
兰州大学,甘肃,教育部,综合,本科,985-211,1,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-571.dhtml,http://www.lzu.edu.cn/,1,
兰州理工大学,甘肃,甘肃省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-572.dhtml,http://www.gsut.edu.cn/,1,
兰州交通大学,甘肃,甘肃省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-573.dhtml,http://www.lzjtu.edu.cn/,1,
甘肃农业大学,甘肃,甘肃省教育厅,农业,本科,-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-574.dhtml,http://www.gsau.edu.cn/,1,
西安美术学院,陕西,陕西省教育厅,艺术,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-570.dhtml,http://www.xafa.com.cn/,1,
陕西工业职业技术学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-615.dhtml,http://www.sxpi.edu.cn/,1,
杨凌职业技术学院,陕西,陕西省教育厅,农业,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-681.dhtml,http://www.ylvtc.com/,1,
西安文理学院,陕西,陕西省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-722.dhtml,http://www.xawl.edu.cn,1,
榆林学院,陕西,陕西省教育厅,师范,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-792.dhtml,http://www.yulinu.edu.cn/,1,
商洛学院,陕西,陕西省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-793.dhtml,http://zsw.slxy.edu.cn,1,
安康学院,陕西,陕西省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-794.dhtml,http://www.aku.edu.cn/,1,
西安培华学院,陕西,陕西省教育厅,财经,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-795.dhtml,http://www.peihua.cn/,1,
西安财经学院,陕西,陕西省教育厅,财经,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-854.dhtml,http://www.xaufe.edu.cn/,1,
西安邮电大学,陕西,陕西省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-887.dhtml,http://zhaosheng.xupt.edu.cn/,1,
西安航空学院,陕西,陕西省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-897.dhtml,http://www.xaau.edu.cn/,1,
西安电力高等专科学校,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-927.dhtml,http://www.xaepi.edu.cn/,1,
西安医学院,陕西,陕西省教育厅,医药,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-936.dhtml,http://www.xiyi.edu.cn/,1,
陕西能源职业技术学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1081.dhtml,http://www.sxny.cn/,1,
西安欧亚学院,陕西,陕西省教育厅,财经,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1195.dhtml,http://www.eurasia.edu/,1,
西安外事学院,陕西,陕西省教育厅,财经,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1196.dhtml,http://www.xaiu.edu.cn/,1,
西安翻译学院,陕西,陕西省教育厅,语言,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1197.dhtml,http://www.xfuedu.org/,1,
西京学院,陕西,陕西省教育厅,工科,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1198.dhtml,http://www.xijing.edu.cn/,1,
陕西国防工业职业技术学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1308.dhtml,http://www.gfxy.com,1,
西安航空职业技术学院,陕西,陕西省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1309.dhtml,http://www.xihang.com.cn/,1,
云南机电职业技术学院,云南,云南省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1996.dhtml,http://www.ynmec.com/,1,
云南林业职业技术学院,云南,云南省教育厅,林业,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1997.dhtml,http://www.ynftc.cn/,1,
云南城市建设职业学院,云南,云南省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-1998.dhtml,http://www.yncjxy.com,1,
云南工程职业学院,云南,云南省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-2000.dhtml,http://www.yngcxy.com,1,
云南工商学院,云南,云南省教育厅,综合,本科/高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-476530.dhtml,http://www.yngsxy.net,1,
楚雄医药高等专科学校,云南,云南省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5128969.dhtml,http://www.cxmtc.net/,1,
保山中医药高等专科学校,云南,云南省教育厅,医药,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5204191.dhtml,http://www.bszyz.cn/,1,
丽江师范高等专科学校,云南,云南省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5115355.dhtml,http://www.lj-edu.cn/,1,
德宏师范高等专科学校,云南,云南省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5374865.dhtml,http://www.yndhec.net/,1,
云南新兴职业学院,云南,云南省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6184171.dhtml,http://www.ynxzy.com/,1,
滇西科技师范学院,云南,云南省教育厅,师范,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-6167340.dhtml,http://www.dxstnu.edu.cn/,1,
云南锡业职业技术学院,云南,云南省教育厅,工科,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-5156329.dhtml,http://www.ytvtc.com/,1,
云南经贸外事职业学院,云南,云南省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18322487.dhtml,http://www.ynjw.net/,1,
云南三鑫职业技术学院,云南,云南省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18443644.dhtml,http://www.ynsxzy.com/,1,
德宏职业学院,云南,云南省教育厅,综合,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-18378630.dhtml,http://www.yndhvc.com/,1,
云南商务职业学院,云南,云南省教育厅,财经,高职(专科),-,0,http://gaokao.chsi.com.cn/sch/schoolInfo--schId-57300081.dhtml,http://www.ynswxy.com,1,
